type_batiment_dpe,periode_construction_dpe,surface_habitable_logement,type_installation_chauffage,type_generateur_chauffage,nb_generateur_chauffage,type_energie_chauffage_appoint,chauffage_solaire,type_generateur_climatisation,type_installation_ecs,type_generateur_ecs,ecs_solaire,nb_generateur_ecs,type_ventilation,type_production_energie_renouvelable,type_vitrage,type_materiaux_menuiserie,type_gaz_lame,type_fermeture,traversant,type_isolation_mur_exterieur,type_isolation_plancher_bas,type_isolation_plancher_haut,zone_climatique
maison,avant 1948,150.0,collectif,chaudiere gaz condensation,1,aucun,0,aucun,collectif,chaudiere gaz condensation,0,1,Ventilation par ouverture des fenêtres,aucun,double vitrage,bois,air sec,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",nord sud,ITI,ITI,ITI,H1
